Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2013,Moreno Valley,201187,14553,7.2,18242,9.1,15602,7.8,17420,8.7,17756,8.8,31974,15.9,26884,13.4,23286,11.6,10506,5.2,10167,5.1,9789,4.9,3436,1.7,1572,0.8
2013,Mountain View,77839,5339,6.9,4703,6,4726,6.1,2391,3.1,3884,5,16788,21.6,13946,17.9,10833,13.9,4529,5.8,2817,3.6,4884,6.3,1865,2.4,1134,1.5
2013,Murrieta,107457,7192,6.7,8287,7.7,10083,9.4,9409,8.8,7228,6.7,12128,11.3,15997,14.9,14481,13.5,5793,5.4,4880,4.5,5973,5.6,3883,3.6,2123,2
2013,Napa,79059,5517,7,4925,6.2,5517,7,5267,6.7,5298,6.7,11687,14.8,10428,13.2,10245,13,5336,6.7,4445,5.6,5983,7.6,2894,3.7,1517,1.9
2013,Newport Beach,87265,3586,4.1,3964,4.5,5862,6.7,3438,3.9,6366,7.3,11045,12.7,9975,11.4,13032,14.9,7416,8.5,6222,7.1,9625,11,4351,5,2383,2.7
2013,Norwalk,106588,8727,8.2,6655,6.2,7862,7.4,8725,8.2,9820,9.2,13611,12.8,15228,14.3,14612,13.7,4721,4.4,4546,4.3,7706,7.2,2500,2.3,1875,1.8
2013,Oakland,406228,24513,6,22931,5.6,23315,5.7,21328,5.3,28653,7.1,74596,18.4,62335,15.3,52106,12.8,23679,5.8,25280,6.2,25999,6.4,13640,3.4,7853,1.9
2013,Oceanside,172795,10892,6.3,9598,5.6,11092,6.4,9938,5.8,12774,7.4,25809,14.9,27504,15.9,23077,13.4,10035,5.8,9748,5.6,12579,7.3,5490,3.2,4259,2.5
2013,Ontario,167496,13744,8.2,13256,7.9,15358,9.2,13213,7.9,14165,8.5,25014,14.9,25162,15,19002,11.3,8471,5.1,6365,3.8,8895,5.3,3452,2.1,1399,0.8
2013,Orange,139983,8975,6.4,8111,5.8,8485,6.1,10444,7.5,10150,7.3,22349,16,21166,15.1,20975,15,7193,5.1,5944,4.2,8968,6.4,4934,3.5,2289,1.6
2013,Oxnard,203014,17311,8.5,14552,7.2,14334,7.1,15236,7.5,19439,9.6,32642,16.1,27390,13.5,23922,11.8,11892,5.9,7942,3.9,10630,5.2,5662,2.8,2062,1
2013,Palmdale,157146,13637,8.7,11908,7.6,14605,9.3,14699,9.4,10541,6.7,17269,11,20192,12.8,25222,16.1,9277,5.9,6435,4.1,8462,5.4,3555,2.3,1344,0.9
2013,Palo Alto,66638,3087,4.6,4877,7.3,5464,8.2,2944,4.4,2829,4.2,8277,12.4,8002,12,10793,16.2,4295,6.4,3161,4.7,6564,9.9,4012,6,2333,3.5
2013,Pasadena,139727,5992,4.3,7139,5.1,8054,5.8,7948,5.7,10575,7.6,26754,19.1,19594,14,16017,11.5,9407,6.7,7134,5.1,10831,7.8,6615,4.7,3667,2.6
2013,Perris,72334,4109,5.7,6109,8.4,7467,10.3,7172,9.9,6755,9.3,10344,14.3,8534,11.8,10992,15.2,3008,4.2,2567,3.5,2829,3.9,1678,2.3,770,1.1
2013,Pittsburg,66703,4332,6.5,5032,7.5,4683,7,3214,4.8,5843,8.8,10523,15.8,9732,14.6,7884,11.8,4611,6.9,2511,3.8,4619,6.9,2647,4,1072,1.6
2013,Pleasanton,74112,2912,3.9,5118,6.9,7356,9.9,6804,9.2,2462,3.3,4870,6.6,10359,14,13291,17.9,5850,7.9,3838,5.2,7353,9.9,2736,3.7,1163,1.6
2013,Pomona,151349,11458,7.6,10643,7,10404,6.9,12187,8.1,15245,10.1,22707,15,20415,13.5,19029,12.6,9003,5.9,6926,4.6,6830,4.5,4275,2.8,2227,1.5
2013,Rancho Cordova,67919,5361,7.9,3637,5.4,5125,7.5,3306,4.9,5269,7.8,9967,14.7,9051,13.3,9780,14.4,4048,6,3492,5.1,4507,6.6,3406,5,970,1.4
2013,Rancho Cucamonga,171359,9883,5.8,10156,5.9,13865,8.1,13336,7.8,14062,8.2,23710,13.8,27227,15.9,23935,14,9060,5.3,8457,4.9,11770,6.9,4319,2.5,1579,0.9
2013,Redding,91124,4910,5.4,6722,7.4,5349,5.9,6920,7.6,7585,8.3,11520,12.6,9054,9.9,11550,12.7,5701,6.3,5591,6.1,8674,9.5,5240,5.8,2308,2.5
2013,Redlands,70000,6388,9.1,4654,6.6,5475,7.8,5267,7.5,5535,7.9,9331,13.3,7810,11.2,6962,9.9,5067,7.2,4240,6.1,5165,7.4,2634,3.8,1472,2.1
2013,Redondo Beach,67816,3570,5.3,4674,6.9,3780,5.6,2882,4.2,2365,3.5,9076,13.4,12937,19.1,11195,16.5,5038,7.4,3983,5.9,4705,6.9,2018,3,1593,2.3
2013,Redwood City,80875,6082,7.5,5862,7.2,3875,4.8,3801,4.7,3879,4.8,13620,16.8,13810,17.1,12277,15.2,4197,5.2,4295,5.3,5235,6.5,2713,3.4,1229,1.5
2013,Rialto,101889,8750,8.6,9023,8.9,9353,9.2,10091,9.9,8801,8.6,12672,12.4,13725,13.5,13428,13.2,5346,5.2,3813,3.7,3638,3.6,2545,2.5,704,0.7
2013,Richmond,107580,7974,7.4,6593,6.1,5607,5.2,6780,6.3,8099,7.5,17807,16.6,16057,14.9,13376,12.4,6954,6.5,5293,4.9,8400,7.8,3046,2.8,1594,1.5
2013,Riverside,316613,23454,7.4,22524,7.1,23260,7.3,27114,8.6,37734,11.9,41659,13.2,41767,13.2,41945,13.2,14769,4.7,13066,4.1,14670,4.6,11115,3.5,3536,1.1
2013,Roseville,127039,9630,7.6,7426,5.8,8716,6.9,8904,7,8318,6.5,17707,13.9,16822,13.2,16990,13.4,8653,6.8,5905,4.6,9310,7.3,5741,4.5,2917,2.3
2013,Sacramento,479671,33898,7.1,35057,7.3,28900,6,29776,6.2,38994,8.1,80048,16.7,63001,13.1,59329,12.4,32474,6.8,23326,4.9,29873,6.2,15955,3.3,9040,1.9
2013,Salinas,155649,15719,10.1,12891,8.3,12327,7.9,12971,8.3,14282,9.2,24529,15.8,21120,13.6,18580,11.9,7675,4.9,5105,3.3,4986,3.2,3868,2.5,1596,1
2013,San Bernardino,213700,17647,8.3,18015,8.4,15641,7.3,16700,7.8,21338,10,32914,15.4,22755,10.6,26666,12.5,13111,6.1,10045,4.7,11022,5.2,5513,2.6,2333,1.1
2013,San Buenaventura (Ventura),108811,6468,5.9,5789,5.3,6128,5.6,5995,5.5,8777,8.1,13960,12.8,12985,11.9,17212,15.8,8034,7.4,6732,6.2,8501,7.8,5609,5.2,2621,2.4
2013,San Clemente,65021,3695,5.7,3450,5.3,4694,7.2,4180,6.4,3147,4.8,8107,12.5,8647,13.3,9423,14.5,5330,8.2,4671,7.2,6930,10.7,1987,3.1,760,1.2
2013,San Diego,1355885,90402,6.7,82780,6.1,76554,5.6,86833,6.4,124104,9.2,248148,18.3,179853,13.3,172497,12.7,72287,5.3,65124,4.8,88996,6.6,47497,3.5,20810,1.5
2013,San Francisco,837442,37988,4.5,29704,3.5,27933,3.3,30807,3.7,52623,6.3,186825,22.3,135803,16.2,114197,13.6,52144,6.2,50286,6,62018,7.4,36901,4.4,20213,2.4
2013,San Jose,998514,66958,6.7,72743,7.3,62091,6.2,61491,6.2,66704,6.7,151739,15.2,156018,15.6,138305,13.9,64033,6.4,46973,4.7,62030,6.2,34112,3.4,15317,1.5
2013,San Leandro,87967,3684,4.2,5140,5.8,6296,7.2,4116,4.7,6202,7.1,9248,10.5,13775,15.7,14693,16.7,6200,7,6748,7.7,6564,7.5,3220,3.7,2081,2.4
2013,San Marcos,89375,4225,4.7,7550,8.4,5732,6.4,5744,6.4,5026,5.6,13575,15.2,15070,16.9,12117,13.6,6306,7.1,3097,3.5,6234,7,2720,3,1979,2.2
2013,San Mateo,101132,5959,5.9,5402,5.3,4769,4.7,5050,5,4023,4,15834,15.7,16796,16.6,13849,13.7,6596,6.5,6028,6,7755,7.7,5285,5.2,3786,3.7
2013,San Ramon,74514,3712,5,6458,8.7,6994,9.4,5524,7.4,2595,3.5,5923,7.9,13755,18.5,13170,17.7,5268,7.1,4441,6,3992,5.4,1576,2.1,1106,1.5
2013,Santa Ana,334241,28252,8.5,25784,7.7,26369,7.9,24369,7.3,33597,10.1,53855,16.1,49184,14.7,40537,12.1,15214,4.6,11469,3.4,14543,4.4,7818,2.3,3250,1
2013,Santa Barbara,90431,6365,7,3316,3.7,3529,3.9,5418,6,11606,12.8,14634,16.2,11488,12.7,10645,11.8,4512,5,4872,5.4,6453,7.1,4033,4.5,3560,3.9
2013,Santa Clara,120250,8338,6.9,7065,5.9,6402,5.3,7611,6.3,9563,8,23420,19.5,19304,16.1,15902,13.2,6524,5.4,4634,3.9,6833,5.7,3195,2.7,1459,1.2
2013,Santa Clarita,179582,10827,6,12931,7.2,12800,7.1,13069,7.3,12894,7.2,22958,12.8,21886,12.2,27942,15.6,13107,7.3,10163,5.7,13505,7.5,4698,2.6,2802,1.6
2013,Santa Maria,102205,8649,8.5,9723,9.5,10086,9.9,8248,8.1,9253,9.1,15005,14.7,12029,11.8,11726,11.5,4908,4.8,3291,3.2,4227,4.1,3339,3.3,1721,1.7
2013,Santa Monica,92484,6024,6.5,3045,3.3,2825,3.1,2780,3,4867,5.3,18063,19.5,15919,17.2,12445,13.5,5533,6,4531,4.9,7723,8.4,6418,6.9,2311,2.5
2013,Santa Rosa,171996,9996,5.8,9914,5.8,11258,6.5,11777,6.8,9616,5.6,25968,15.1,21417,12.5,23393,13.6,12348,7.2,10127,5.9,13981,8.1,7718,4.5,4483,2.6
2013,Simi Valley,126177,6829,5.4,7940,6.3,8696,6.9,7819,6.2,7826,6.2,13610,10.8,17972,14.2,19865,15.7,8879,7,7932,6.3,11779,9.3,4304,3.4,2726,2.2
2013,South Gate,95664,6340,6.6,6442,6.7,7271,7.6,7898,8.3,8449,8.8,15202,15.9,13773,14.4,12310,12.9,5560,5.8,3460,3.6,5002,5.2,3249,3.4,708,0.7
2013,South San Francisco,66174,4603,7,3750,5.7,4591,6.9,3063,4.6,4658,7,8959,13.5,8894,13.4,9431,14.3,4568,6.9,4475,6.8,5546,8.4,2089,3.2,1547,2.3
2013,South Whittier,65365,4528,6.9,4835,7.4,4680,7.2,4728,7.2,6682,10.2,10199,15.6,7339,11.2,10460,16,3509,5.4,2257,3.5,3393,5.2,1553,2.4,1202,1.8
2013,Stockton,298115,24152,8.1,22422,7.5,24794,8.3,22790,7.6,25061,8.4,41194,13.8,36981,12.4,33491,11.2,17089,5.7,14283,4.8,20689,6.9,10127,3.4,5042,1.7
2013,Sunnyvale,147559,12142,8.2,7350,5,6373,4.3,6884,4.7,7850,5.3,29022,19.7,22322,15.1,18947,12.8,8765,5.9,7042,4.8,11410,7.7,6422,4.4,3030,2.1
2013,Temecula,106783,6684,6.3,7398,6.9,8773,8.2,12645,11.8,7797,7.3,10233,9.6,16340,15.3,16003,15,7006,6.6,3640,3.4,6102,5.7,3213,3,949,0.9
2013,Thousand Oaks,128739,5271,4.1,8677,6.7,8608,6.7,9496,7.4,8327,6.5,12535,9.7,14620,11.4,21375,16.6,11053,8.6,8300,6.4,10657,8.3,6147,4.8,3673,2.9
2013,Torrance,147485,7428,5,8418,5.7,9159,6.2,8172,5.5,9327,6.3,15541,10.5,19419,13.2,27940,18.9,10353,7,7737,5.2,11940,8.1,7839,5.3,4212,2.9
2013,Tracy,84683,6845,8.1,7410,8.8,8443,10,7291,8.6,6100,7.2,11581,13.7,11887,14,12567,14.8,4287,5.1,2963,3.5,3449,4.1,1079,1.3,781,0.9
2013,Turlock,70358,5049,7.2,5341,7.6,4767,6.8,6517,9.3,4574,6.5,10011,14.2,10347,14.7,7492,10.6,3679,5.2,3867,5.5,4877,6.9,2150,3.1,1687,2.4
2013,Tustin,78326,5767,7.4,5806,7.4,5414,6.9,4619,5.9,4938,6.3,13604,17.4,10990,14,11508,14.7,4375,5.6,3747,4.8,3607,4.6,2511,3.2,1440,1.8
2013,Union City,72540,4878,6.7,5022,6.9,3423,4.7,4193,5.8,4656,6.4,12160,16.8,9853,13.6,8879,12.2,4798,6.6,4754,6.6,5598,7.7,3759,5.2,567,0.8
2013,Upland,75420,5335,7.1,4298,5.7,4508,6,5023,6.7,5940,7.9,10755,14.3,8952,11.9,11389,15.1,4751,6.3,4132,5.5,6122,8.1,2427,3.2,1788,2.4
2013,Vacaville,94272,6044,6.4,5424,5.8,6306,6.7,6312,6.7,7483,7.9,12584,13.3,11932,12.7,14270,15.1,5869,6.2,5580,5.9,6477,6.9,3564,3.8,2427,2.6
2013,Vallejo,118855,6878,5.8,4445,3.7,6400,5.4,7597,6.4,7996,6.7,16406,13.8,14943,12.6,18148,15.3,10326,8.7,8820,7.4,9711,8.2,4490,3.8,2695,2.3
2013,Victorville,121080,10592,8.7,12745,10.5,10666,8.8,8131,6.7,7818,6.5,20847,17.2,16182,13.4,13498,11.1,4605,3.8,5796,4.8,6591,5.4,2726,2.3,883,0.7
2013,Visalia,127758,12537,9.8,8660,6.8,10757,8.4,8941,7,9650,7.6,18946,14.8,15976,12.5,15989,12.5,5742,4.5,6011,4.7,9722,7.6,2711,2.1,2116,1.7
2013,Vista,96919,4717,4.9,5050,5.2,5497,5.7,5654,5.8,8737,9,17604,18.2,15318,15.8,13460,13.9,5751,5.9,4990,5.1,5166,5.3,3284,3.4,1691,1.7
2013,Walnut Creek,66890,2488,3.7,3983,6,2549,3.8,3518,5.3,2602,3.9,7134,10.7,9212,13.8,9581,14.3,4180,6.2,3860,5.8,7468,11.2,6479,9.7,3836,5.7
2013,West Covina,107741,5408,5,6561,6.1,7929,7.4,6710,6.2,9437,8.8,16219,15.1,11966,11.1,15174,14.1,9051,8.4,6000,5.6,6486,6,4741,4.4,2059,1.9
2013,Westminster,91750,4704,5.1,5202,5.7,6811,7.4,6219,6.8,5314,5.8,12016,13.1,13173,14.4,12949,14.1,5229,5.7,4859,5.3,7122,7.8,5795,6.3,2357,2.6
2013,Whittier,86618,6650,7.7,6196,7.2,4837,5.6,6812,7.9,6753,7.8,10904,12.6,11788,13.6,11731,13.5,5261,6.1,4457,5.1,4835,5.6,3720,4.3,2674,3.1
2013,Yorba Linda,67042,3835,5.7,4259,6.4,5568,8.3,3968,5.9,2894,4.3,6472,9.7,8247,12.3,10999,16.4,4271,6.4,5315,7.9,5839,8.7,3334,5,2041,3
2013,Yuba City,65410,5156,7.9,5529,8.5,4408,6.7,4675,7.1,5212,8,8120,12.4,8744,13.4,8148,12.5,4059,6.2,3342,5.1,4954,7.6,2022,3.1,1041,1.6
2014,Alameda,77661,4660,6,4507,5.8,3527,4.5,4476,5.8,4160,5.4,10285,13.2,12960,16.7,12730,16.4,4621,6,6116,7.9,6002,7.7,2296,3,1321,1.7
2014,Alhambra,85585,4654,5.4,4152,4.9,4336,5.1,4090,4.8,6461,7.5,12917,15.1,11253,13.1,12775,14.9,7175,8.4,5537,6.5,6784,7.9,4249,5,1202,1.4
2014,Anaheim,346961,25564,7.4,21871,6.3,23650,6.8,24368,7,27286,7.9,55283,15.9,48772,14.1,46318,13.3,21060,6.1,18120,5.2,20229,5.8,10221,2.9,4219,1.2
2014,Antioch,108953,4770,4.4,8420,7.7,8581,7.9,10364,9.5,7452,6.8,14022,12.9,13554,12.4,16354,15,6811,6.3,6693,6.1,6754,6.2,4067,3.7,1111,1
2014,Apple Valley,71586,4551,6.4,5298,7.4,5151,7.2,4726,6.6,5515,7.7,9624,13.4,7483,10.5,9210,12.9,4829,6.7,3170,4.4,7397,10.3,2776,3.9,1856,2.6
2014,Arden-Arcade,99903,7972,8,7455,7.5,5480,5.5,4648,4.7,7744,7.8,14421,14.4,11030,11,13255,13.3,7153,7.2,6324,6.3,6986,7,4702,4.7,2733,2.7
2014,Bakersfield,368748,32895,8.9,31851,8.6,29160,7.9,29687,8.1,27978,7.6,57892,15.7,46725,12.7,40486,11,19677,5.3,18573,5,19011,5.2,10137,2.7,4676,1.3
2014,Baldwin Park,77134,5214,6.8,5118,6.6,5099,6.6,5923,7.7,6071,7.9,13109,17,9140,11.8,10667,13.8,4956,6.4,3727,4.8,4790,6.2,2592,3.4,728,0.9
2014,Bellflower,78246,5279,6.7,5811,7.4,5825,7.4,5194,6.6,5561,7.1,12428,15.9,9231,11.8,11166,14.3,5390,6.9,3880,5,5258,6.7,2043,2.6,1180,1.5
2014,Berkeley,118851,4456,3.7,4059,3.4,4224,3.6,12151,10.2,24314,20.5,19847,16.7,12919,10.9,10192,8.6,4705,4,6969,5.9,9282,7.8,3822,3.2,1911,1.6
2014,Buena Park,83114,5948,7.2,5515,6.6,5055,6.1,4842,5.8,6655,8,13558,16.3,11206,13.5,11256,13.5,5997,7.2,4039,4.9,4871,5.9,2660,3.2,1512,1.8
2014,Burbank,105366,6007,5.7,5966,5.7,5843,5.5,5721,5.4,6056,5.7,15772,15,18272,17.3,14993,14.2,6172,5.9,5270,5,7670,7.3,5626,5.3,1998,1.9
2014,Camarillo,66932,4425,6.6,4919,7.3,5003,7.5,3817,5.7,3513,5.2,8803,13.2,7382,11,8665,12.9,4306,6.4,3655,5.5,6910,10.3,3798,5.7,1736,2.6
2014,Carlsbad,112310,6415,5.7,7755,6.9,8454,7.5,5377,4.8,4988,4.4,11828,10.5,15893,14.2,18944,16.9,8100,7.2,7687,6.8,9582,8.5,4738,4.2,2549,2.3
2014,Carmichael,66493,3632,5.5,3491,5.3,3675,5.5,3419,5.1,3165,4.8,8630,13,7964,12,8600,12.9,4676,7,5380,8.1,8124,12.2,3230,4.9,2507,3.8
2014,Carson,93272,5788,6.2,6137,6.6,6054,6.5,6428,6.9,7688,8.2,13513,14.5,12202,13.1,12153,13,6446,6.9,4288,4.6,7167,7.7,4251,4.6,1157,1.2
2014,Chico,89187,4443,5,4324,4.8,4362,4.9,9238,10.4,15791,17.7,12793,14.3,8825,9.9,9989,11.2,5150,5.8,3869,4.3,5784,6.5,2745,3.1,1874,2.1
2014,Chino,84743,5346,6.3,4934,5.8,4923,5.8,4418,5.2,7357,8.7,13799,16.3,13675,16.1,15229,18,5716,6.7,2372,2.8,4774,5.6,1669,2,531,0.6
2014,Chino Hills,77005,5739,7.5,5221,6.8,5066,6.6,4946,6.4,5192,6.7,10807,14,11249,14.6,12534,16.3,5649,7.3,4492,5.8,2939,3.8,1954,2.5,1217,1.6
2014,Chula Vista,260977,20059,7.7,18664,7.2,17434,6.7,19799,7.6,19130,7.3,38310,14.7,35216,13.5,35648,13.7,13354,5.1,9795,3.8,18342,7,11129,4.3,4097,1.6
2014,Citrus Heights,86147,5677,6.6,4889,5.7,5393,6.3,4042,4.7,5712,6.6,15241,17.7,9176,10.7,10924,12.7,6031,7,4989,5.8,7533,8.7,4566,5.3,1974,2.3
2014,Clovis,102190,8500,8.3,9461,9.3,7869,7.7,7060,6.9,7112,7,14981,14.7,12788,12.5,14283,14,4061,4,5492,5.4,6036,5.9,3009,2.9,1538,1.5
2014,Compton,98596,7090,7.2,7730,7.8,7631,7.7,10662,10.8,9323,9.5,15015,15.2,13260,13.4,12753,12.9,4731,4.8,3863,3.9,3360,3.4,1888,1.9,1290,1.3
2014,Concord,127511,7573,5.9,8092,6.3,6783,5.3,6885,5.4,7658,6,20202,15.8,18156,14.2,18733,14.7,9762,7.7,6774,5.3,10747,8.4,3603,2.8,2543,2
2014,Corona,161498,10414,6.4,9954,6.2,13037,8.1,11985,7.4,10538,6.5,24175,15,22383,13.9,24554,15.2,9009,5.6,9844,6.1,10051,6.2,3847,2.4,1707,1.1
2014,Costa Mesa,112793,8731,7.7,6388,5.7,6285,5.6,5441,4.8,10240,9.1,24029,21.3,14781,13.1,15264,13.5,6513,5.8,4604,4.1,5888,5.2,3102,2.8,1527,1.4
2014,Daly City,106099,5552,5.2,5608,5.3,5089,4.8,6372,6,7817,7.4,17198,16.2,15664,14.8,12982,12.2,6285,5.9,5587,5.3,10175,9.6,5836,5.5,1934,1.8
2014,Davis,66733,1901,2.8,2844,4.3,2551,3.8,7334,11,17071,25.6,8457,12.7,7119,10.7,7227,10.8,3110,4.7,2686,4,3319,5,2071,3.1,1043,1.6
2014,Downey,114168,6225,5.5,7345,6.4,7971,7,6575,5.8,7899,6.9,17482,15.3,16917,14.8,16693,14.6,8600,7.5,5842,5.1,6734,5.9,3962,3.5,1923,1.7
2014,East Los Angeles,117267,7852,6.7,10238,8.7,6759,5.8,7407,6.3,10722,9.1,18538,15.8,16850,14.4,14393,12.3,5292,4.5,5770,4.9,7363,6.3,4253,3.6,1830,1.6
2014,El Cajon,103075,7408,7.2,7867,7.6,6813,6.6,6947,6.7,7942,7.7,16727,16.2,14019,13.6,13015,12.6,5787,5.6,4106,4,7779,7.5,3095,3,1570,1.5
2014,Elk Grove,163560,11080,6.8,12892,7.9,12474,7.6,12993,7.9,10428,6.4,22018,13.5,22763,13.9,23356,14.3,9678,5.9,8176,5,10255,6.3,5722,3.5,1725,1.1
2014,El Monte,116617,7171,6.1,7952,6.8,8154,7,8278,7.1,9562,8.2,14346,12.3,18099,15.5,16467,14.1,6602,5.7,5686,4.9,7710,6.6,4561,3.9,2029,1.7
2014,Escondido,150252,11146,7.4,11037,7.3,10173,6.8,12376,8.2,11665,7.8,23625,15.7,20538,13.7,16407,10.9,8721,5.8,7386,4.9,8808,5.9,4724,3.1,3646,2.4
2014,Fairfield,111139,6971,6.3,8952,8.1,7453,6.7,6315,5.7,8637,7.8,15911,14.3,14039,12.6,16974,15.3,6107,5.5,6591,5.9,7483,6.7,3906,3.5,1800,1.6
2014,Folsom,75366,4246,5.6,4603,6.1,4339,5.8,4827,6.4,3709,4.9,8227,10.9,10956,14.5,13832,18.4,6227,8.3,3755,5,5720,7.6,3338,4.4,1587,2.1
2014,Fontana,204953,13091,6.4,16483,8,16747,8.2,18219,8.9,17448,8.5,30607,14.9,29381,14.3,27673,13.5,11773,5.7,7227,3.5,10476,5.1,4467,2.2,1361,0.7
2014,Fremont,228760,16190,7.1,17656,7.7,14947,6.5,10423,4.6,10468,4.6,34178,14.9,41465,18.1,32916,14.4,13584,5.9,11664,5.1,14813,6.5,7056,3.1,3400,1.5
2014,Fresno,515985,44007,8.5,42413,8.2,37936,7.4,41306,8,44698,8.7,80142,15.5,60107,11.6,58246,11.3,25613,5,26012,5,32329,6.3,15879,3.1,7297,1.4
2014,Fullerton,139663,8837,6.3,9050,6.5,11093,7.9,10421,7.5,15150,10.8,17397,12.5,20070,14.4,18705,13.4,7420,5.3,5394,3.9,7221,5.2,5911,4.2,2994,2.1
2014,Garden Grove,175085,10887,6.2,11471,6.6,11105,6.3,11590,6.6,12462,7.1,22171,12.7,25712,14.7,27210,15.5,11185,6.4,8865,5.1,12298,7,7510,4.3,2619,1.5
2014,Glendale,200161,9810,4.9,8492,4.2,9681,4.8,9627,4.8,13199,6.6,32910,16.4,25556,12.8,31484,15.7,14285,7.1,12106,6,18017,9,10761,5.4,4233,2.1
2014,Hawthorne,87591,6325,7.2,6476,7.4,6668,7.6,5127,5.9,7244,8.3,13431,15.3,14731,16.8,10586,12.1,4800,5.5,3820,4.4,4095,4.7,3466,4,822,0.9
2014,Hayward,154633,9098,5.9,9678,6.3,8554,5.5,10876,7,9576,6.2,28430,18.4,21802,14.1,21428,13.9,9860,6.4,8034,5.2,9257,6,5213,3.4,2827,1.8
2014,Hemet,83040,4036,4.9,5588,6.7,7134,8.6,5030,6.1,6115,7.4,10510,12.7,8208,9.9,7357,8.9,4411,5.3,5050,6.1,9595,11.6,5235,6.3,4771,5.7
2014,Hesperia,92744,8456,9.1,7962,8.6,7865,8.5,8760,9.4,7473,8.1,11756,12.7,9592,10.3,11354,12.2,6133,6.6,4973,5.4,5241,5.7,2112,2.3,1067,1.2
2014,Huntington Beach,200814,8615,4.3,11699,5.8,11021,5.5,10790,5.4,12949,6.4,31511,15.7,30051,15,29884,14.9,12571,6.3,10311,5.1,18369,9.1,10043,5,3000,1.5
2014,Indio,85639,8176,9.5,6287,7.3,6652,7.8,6357,7.4,5637,6.6,11118,13,11804,13.8,10102,11.8,3585,4.2,3839,4.5,7873,9.2,3059,3.6,1150,1.3
2014,Inglewood,111901,9443,8.4,7727,6.9,7611,6.8,7338,6.6,9150,8.2,17609,15.7,14711,13.1,15127,13.5,6384,5.7,5271,4.7,7199,6.4,2887,2.6,1444,1.3
2014,Irvine,248521,17564,7.1,15437,6.2,17414,7,19854,8,17786,7.2,41477,16.7,40162,16.2,32236,13,11302,4.5,10025,4,15407,6.2,7589,3.1,2268,0.9
2014,Jurupa Valley,98843,7843,7.9,9846,10,8065,8.2,7781,7.9,7941,8,13530,13.7,13443,13.6,12185,12.3,5945,6,3685,3.7,5146,5.2,2383,2.4,1050,1.1
2014,Laguna Niguel,65435,2755,4.2,3907,6,3847,5.9,3851,5.9,2623,4,6132,9.4,7803,11.9,11036,16.9,8272,12.6,5040,7.7,6986,10.7,2140,3.3,1043,1.6
2014,Lake Forest,80125,4765,5.9,4308,5.4,5836,7.3,5797,7.2,6246,7.8,12819,16,8659,10.8,13664,17.1,5478,6.8,3997,5,5107,6.4,2459,3.1,990,1.2
2014,Lakewood,81641,4313,5.3,4007,4.9,5310,6.5,5663,6.9,6789,8.3,11095,13.6,11248,13.8,11566,14.2,6584,8.1,4734,5.8,6493,8,3098,3.8,741,0.9
2014,Lancaster,161036,11645,7.2,13276,8.2,13682,8.5,13356,8.3,9639,6,23801,14.8,22230,13.8,21226,13.2,8688,5.4,6817,4.2,10281,6.4,4741,2.9,1654,1
2014,Livermore,86856,5268,6.1,4898,5.6,5855,6.7,6074,7,5043,5.8,10909,12.6,11242,12.9,14208,16.4,7565,8.7,4651,5.4,7047,8.1,2849,3.3,1247,1.4
2014,Long Beach,473605,33885,7.2,32151,6.8,28478,6,34466,7.3,39095,8.3,76752,16.2,65863,13.9,66532,14,25179,5.3,23698,5,28889,6.1,13258,2.8,5359,1.1
2014,Los Angeles,3928827,251108,6.4,236656,6,228689,5.8,252280,6.4,320103,8.1,675818,17.2,574957,14.6,515137,13.1,225217,5.7,193734,4.9,251880,6.4,136782,3.5,66466,1.7
2014,Lynwood,71846,5797,8.1,5306,7.4,5042,7,6250,8.7,5213,7.3,13524,18.8,8485,11.8,10107,14.1,3473,4.8,3418,4.8,2720,3.8,1669,2.3,842,1.2
2014,Manteca,73477,6640,9,4414,6,5210,7.1,5304,7.2,4925,6.7,9803,13.3,10222,13.9,10045,13.7,4107,5.6,3574,4.9,5901,8,2619,3.6,713,1
2014,Menifee,85201,5328,6.3,5162,6.1,4938,5.8,7554,8.9,5979,7,9703,11.4,9597,11.3,10385,12.2,5070,6,5143,6,7990,9.4,6008,7.1,2344,2.8
2014,Merced,81739,6906,8.4,6888,8.4,6577,8,5651,6.9,8164,10,12582,15.4,10493,12.8,7401,9.1,5098,6.2,2726,3.3,5386,6.6,2649,3.2,1218,1.5
2014,Milpitas,73679,4350,5.9,4365,5.9,5120,6.9,4112,5.6,3524,4.8,12386,16.8,12113,16.4,10039,13.6,6072,8.2,4076,5.5,4237,5.8,2701,3.7,584,0.8
2014,Mission Viejo,97231,5500,5.7,4389,4.5,4813,5,6746,6.9,5989,6.2,10895,11.2,11944,12.3,17279,17.8,8577,8.8,5216,5.4,7886,8.1,5231,5.4,2766,2.8
